""	"gene_id"	"gene_name"
"55578"	"ENSMUSG00000069708"	"Taar3"
"55579"	"ENSMUSG00000069707"	"Taar4"
"55580"	"ENSMUSG00000069706"	"Taar5"
"55581"	"ENSMUSG00000045111"	"Taar6"
"55582"	"ENSMUSG00000095647"	"Taar7a"
"55583"	"ENSMUSG00000095171"	"Taar7b"
"55584"	"ENSMUSG00000095569"	"Taar7d"
"55585"	"ENSMUSG00000100689"	"Taar7e"
"55586"	"ENSMUSG00000100950"	"Taar7f"
"55587"	"ENSMUSG00000096442"	"Taar8a"
"55588"	"ENSMUSG00000100186"	"Taar8b"
"55589"	"ENSMUSG00000100004"	"Taar8c"
"55590"	"ENSMUSG00000037424"	"Taar9"
"55591"	"ENSMUSG00000085451"	"Gm40614"
"55592"	"ENSMUSG00000019998"	"Stx7"
"55597"	"ENSMUSG00000020000"	"Moxd1"
"55599"	"ENSMUSG00000086148"	"Gm15271"
"55600"	"ENSMUSG00000019997"	"Ctgf"
"55603"	"ENSMUSG00000037370"	"Enpp1"
"55608"	"ENSMUSG00000019989"	"Enpp3"
"55617"	"ENSMUSG00000019984"	"Med23"
"55627"	"ENSMUSG00000019987"	"Arg1"
"55630"	"ENSMUSG00000111970"	"Gm47715"
"55632"	"ENSMUSG00000039166"	"Akap7"
"55640"	"ENSMUSG00000112352"	"Gm40617"
"55641"	"ENSMUSG00000019978"	"Epb41l2"
"55661"	"ENSMUSG00000096546"	"Smlr1"
"55663"	"ENSMUSG00000101537"	"Gm29571"
"55664"	"ENSMUSG00000112630"	"Gm36908"
"55665"	"ENSMUSG00000112803"	"Gm36543"
"55666"	"ENSMUSG00000112444"	"4930401C15Rik"
"55667"	"ENSMUSG00000112324"	"Gm47939"
"55668"	"ENSMUSG00000049420"	"Tmem200a"
"55674"	"ENSMUSG00000039098"	"Gm9767"
"55675"	"ENSMUSG00000051354"	"Samd3"
"55681"	"ENSMUSG00000039089"	"L3mbtl3"
"55688"	"ENSMUSG00000112797"	"Gm30034"
"55689"	"ENSMUSG00000111950"	"Gm48893"
"55690"	"ENSMUSG00000039031"	"Arhgap18"
"55695"	"ENSMUSG00000112751"	"Gm48084"
"55696"	"ENSMUSG00000019899"	"Lama2"
"55704"	"ENSMUSG00000101636"	"4930579H20Rik"
"55705"	"ENSMUSG00000112610"	"Gm30165"
"55706"	"ENSMUSG00000112206"	"Gm30228"
"55707"	"ENSMUSG00000019889"	"Ptprk"
"55718"	"ENSMUSG00000049109"	"Themis"
"55726"	"ENSMUSG00000015519"	"2310057J18Rik"
"55730"	"ENSMUSG00000038916"	"Soga3"
"55735"	"ENSMUSG00000110723"	"Gm49353"
"55736"	"ENSMUSG00000004360"	"9330159F19Rik"
"55739"	"ENSMUSG00000110830"	"Gm46218"
"55741"	"ENSMUSG00000019883"	"Echdc1"
"55745"	"ENSMUSG00000038876"	"Rnf146"
"55751"	"ENSMUSG00000111646"	"Gm40621"
"55753"	"ENSMUSG00000019880"	"Rspo3"
"55755"	"ENSMUSG00000110831"	"Gm48159"
"55756"	"ENSMUSG00000111195"	"Gm48215"
"55758"	"ENSMUSG00000075266"	"Cenpw"
"55760"	"ENSMUSG00000019792"	"Trmt11"
"55766"	"ENSMUSG00000111080"	"Gm20300"
"55767"	"ENSMUSG00000019791"	"Hint3"
"55773"	"ENSMUSG00000039697"	"Ncoa7"
"55785"	"ENSMUSG00000019789"	"Hey2"
"55787"	"ENSMUSG00000111778"	"Gm30676"
"55790"	"ENSMUSG00000000295"	"Hddc2"
"55795"	"ENSMUSG00000000296"	"Tpd52l1"
"55800"	"ENSMUSG00000111256"	"Gm48094"
"55801"	"ENSMUSG00000110976"	"Gm48093"
"55802"	"ENSMUSG00000063760"	"Rnf217"
"55803"	"ENSMUSG00000069670"	"Nkain2"
"55809"	"ENSMUSG00000112469"	"Gm47823"
"55810"	"ENSMUSG00000019787"	"Trdn"
"55818"	"ENSMUSG00000112707"	"D830005E20Rik"
"55820"	"ENSMUSG00000019785"	"Clvs2"
"55824"	"ENSMUSG00000090087"	"Gm15939"
"55825"	"ENSMUSG00000090298"	"Sult3a2"
"55827"	"ENSMUSG00000069668"	"Sult3a1"
"55829"	"ENSMUSG00000039552"	"Rsph4a"
"55830"	"ENSMUSG00000039531"	"Zufsp"
"55839"	"ENSMUSG00000019782"	"Rwdd1"
"55842"	"ENSMUSG00000111905"	"Gm48045"
"55843"	"ENSMUSG00000071340"	"Trappc3l"
"55845"	"ENSMUSG00000039508"	"Fam26d"
"55847"	"ENSMUSG00000049872"	"Fam26e"
"55848"	"ENSMUSG00000046031"	"Fam26f"
"55849"	"ENSMUSG00000039497"	"Dse"
"55854"	"ENSMUSG00000111149"	"Gm26564"
"55855"	"ENSMUSG00000047514"	"Tspyl1"
"55856"	"ENSMUSG00000039480"	"Nt5dc1"
"55862"	"ENSMUSG00000097274"	"Gm47512"
"55864"	"ENSMUSG00000039485"	"Tspyl4"
"55866"	"ENSMUSG00000039462"	"Col10a1"
"55867"	"ENSMUSG00000019779"	"Frk"
"55871"	"ENSMUSG00000111753"	"1700054O05Rik"
"55872"	"ENSMUSG00000063953"	"Amd2"
"55873"	"ENSMUSG00000111550"	"AC123035.1"
"55874"	"ENSMUSG00000110731"	"Gm47049"
"55875"	"ENSMUSG00000044499"	"Hs3st5"
"55880"	"ENSMUSG00000019777"	"Hdac2"
"55884"	"ENSMUSG00000069662"	"Marcks"
"55885"	"ENSMUSG00000110799"	"4930543K20Rik"
"55886"	"ENSMUSG00000097742"	"Gm26535"
"55887"	"ENSMUSG00000111488"	"Gm31378"
"55888"	"ENSMUSG00000111234"	"4930591E09Rik"
"55889"	"ENSMUSG00000111208"	"Gm48197"
"55890"	"ENSMUSG00000094311"	"Rfpl4b"
"55891"	"ENSMUSG00000019846"	"Lama4"
"55898"	"ENSMUSG00000051736"	"Fam229b"
"55908"	"ENSMUSG00000019845"	"Tube1"
"55914"	"ENSMUSG00000062074"	"Wisp3"
"55915"	"ENSMUSG00000111055"	"D030034A15Rik"
"55916"	"ENSMUSG00000111008"	"Gm31562"
"55917"	"ENSMUSG00000111183"	"Gm48486"
"55918"	"ENSMUSG00000019843"	"Fyn"
"55927"	"ENSMUSG00000087014"	"Gm16364"
"55928"	"ENSMUSG00000086915"	"Gm16365"
"55932"	"ENSMUSG00000019842"	"Traf3ip2"
"55937"	"ENSMUSG00000087177"	"E130307A14Rik"
"55950"	"ENSMUSG00000019841"	"Rev3l"
"55957"	"ENSMUSG00000096924"	"Gm26824"
"55958"	"ENSMUSG00000096687"	"Mfsd4b4"
"55960"	"ENSMUSG00000039339"	"Mfsd4b2"
"55961"	"ENSMUSG00000071335"	"Mfsd4b3"
"55962"	"ENSMUSG00000038528"	"Mfsd4b5"
"55967"	"ENSMUSG00000038522"	"Mfsd4b1"
"55969"	"ENSMUSG00000019838"	"Slc16a10"
"55973"	"ENSMUSG00000110781"	"Gm31992"
"55974"	"ENSMUSG00000111045"	"Gm47598"
"55975"	"ENSMUSG00000038510"	"Rpf2"
"55981"	"ENSMUSG00000019837"	"Gtf3c6"
"55987"	"ENSMUSG00000111665"	"A930033M14Rik"
"55988"	"ENSMUSG00000075232"	"Amd1"
"55992"	"ENSMUSG00000038481"	"Cdk19"
"55997"	"ENSMUSG00000038491"	"Cdk19os"
"55999"	"ENSMUSG00000019834"	"Slc22a16"
"56001"	"ENSMUSG00000063428"	"Ddo"
"56008"	"ENSMUSG00000045555"	"Mettl24"
"56009"	"ENSMUSG00000038446"	"Cdc40"
"56014"	"ENSMUSG00000019831"	"Wasf1"
"56016"	"ENSMUSG00000111098"	"Gm48057"
"56017"	"ENSMUSG00000046922"	"Gpr6"
"56018"	"ENSMUSG00000111576"	"Gm32284"
"56019"	"ENSMUSG00000111587"	"AC166165.1"
"56020"	"ENSMUSG00000038417"	"Fig4"
"56021"	"ENSMUSG00000091415"	"Ak9"
"56022"	"ENSMUSG00000019826"	"Zbtb24"
"56027"	"ENSMUSG00000019823"	"Mical1"
"56039"	"ENSMUSG00000019822"	"Smpd2"
"56048"	"ENSMUSG00000078451"	"Ppil6"
"56051"	"ENSMUSG00000019818"	"Cd164"
"56055"	"ENSMUSG00000075225"	"Ccdc162"
"56067"	"ENSMUSG00000090708"	"Gm17196"
"56068"	"ENSMUSG00000019813"	"Cep57l1"
"56080"	"ENSMUSG00000102114"	"BC048559"
"56082"	"ENSMUSG00000038332"	"Sesn1"
"56085"	"ENSMUSG00000071324"	"Armc2"
"56093"	"ENSMUSG00000048756"	"Foxo3"
"56098"	"ENSMUSG00000038302"	"Afg1l"
"56102"	"ENSMUSG00000019804"	"Snx3"
"56105"	"ENSMUSG00000019803"	"Nr2e1"
"56109"	"ENSMUSG00000038280"	"Ostm1"
"56114"	"ENSMUSG00000086434"	"Gm15200"
"56115"	"ENSMUSG00000086428"	"Gm15199"
"56116"	"ENSMUSG00000019802"	"Sec63"
"56121"	"ENSMUSG00000097008"	"Gm26860"
"56122"	"ENSMUSG00000044770"	"Scml4"
"56131"	"ENSMUSG00000111293"	"Gm34006"
"56134"	"ENSMUSG00000111086"	"Gm48671"
"56135"	"ENSMUSG00000038248"	"Sobp"
"56137"	"ENSMUSG00000111171"	"Gm47815"
"56139"	"ENSMUSG00000102062"	"Gm29246"
"56140"	"ENSMUSG00000045008"	"9030612E09Rik"
"56141"	"ENSMUSG00000038240"	"Pdss2"
"56147"	"ENSMUSG00000038214"	"Bend3"
"56151"	"ENSMUSG00000111368"	"Gm47889"
"56152"	"ENSMUSG00000045886"	"Gm9803"
"56154"	"ENSMUSG00000019797"	"1700021F05Rik"
"56158"	"ENSMUSG00000047139"	"Cd24a"
"56161"	"ENSMUSG00000075184"	"F930017D23Rik"
"56168"	"ENSMUSG00000111565"	"Gm34481"
"56169"	"ENSMUSG00000111749"	"Gm47927"
"56170"	"ENSMUSG00000111575"	"Gm47926"
"56171"	"ENSMUSG00000111377"	"Gm40634"
"56172"	"ENSMUSG00000111422"	"1700027J07Rik"
"56175"	"ENSMUSG00000111342"	"4933404K13Rik"
"56178"	"ENSMUSG00000019863"	"Qrsl1"
"56183"	"ENSMUSG00000019864"	"Rtn4ip1"
"56187"	"ENSMUSG00000019866"	"Crybg1"
"56189"	"ENSMUSG00000038160"	"Atg5"
"56191"	"ENSMUSG00000111078"	"Gm35028"
"56192"	"ENSMUSG00000038151"	"Prdm1"
"56196"	"ENSMUSG00000111463"	"Gm48061"
"56197"	"ENSMUSG00000111116"	"Gm48065"
"56198"	"ENSMUSG00000111535"	"Gm35154"
"56200"	"ENSMUSG00000111034"	"Gm48066"
"56201"	"ENSMUSG00000111362"	"Gm47389"
"56202"	"ENSMUSG00000111494"	"4930431F10Rik"
"56203"	"ENSMUSG00000110893"	"Gm47392"
"56204"	"ENSMUSG00000111868"	"Gm47398"
"56206"	"ENSMUSG00000110898"	"Gm40638"
"56207"	"ENSMUSG00000110891"	"Gm40639"
"56208"	"ENSMUSG00000019849"	"Prep"
"56209"	"ENSMUSG00000019848"	"Popdc3"
"56212"	"ENSMUSG00000090088"	"Gm15934"
"56213"	"ENSMUSG00000071317"	"Bves"
"56215"	"ENSMUSG00000063804"	"Lin28b"
"56218"	"ENSMUSG00000038822"	"Hace1"
"56225"	"ENSMUSG00000110874"	"D030045P18Rik"
"56229"	"ENSMUSG00000111182"	"AC158799.1"
"56233"	"ENSMUSG00000110843"	"Gm35552"
"56234"	"ENSMUSG00000111419"	"Gm47568"
"56235"	"ENSMUSG00000111262"	"Gm47354"
"56236"	"ENSMUSG00000056073"	"Grik2"
"56247"	"ENSMUSG00000111202"	"Gm48275"
"56248"	"ENSMUSG00000038774"	"Ascc3"
"56257"	"ENSMUSG00000019913"	"Sim1"
"56259"	"ENSMUSG00000112212"	"Gm46189"
"56260"	"ENSMUSG00000062593"	"Gm49339"
"56263"	"ENSMUSG00000112023"	"Lilr4b"
"56276"	"ENSMUSG00000112766"	"Gm40645"
"56278"	"ENSMUSG00000112148"	"Lilrb4a"
"56292"	"ENSMUSG00000112843"	"Gm46224"
"56293"	"ENSMUSG00000019909"	"Fam162b"
"56294"	"ENSMUSG00000019905"	"Gprc6a"
"56297"	"ENSMUSG00000112878"	"1700042O05Rik"
"56298"	"ENSMUSG00000019900"	"Rfx6"
"56303"	"ENSMUSG00000062224"	"4933411G06Rik"
"56305"	"ENSMUSG00000112270"	"Gm47613"
"56306"	"ENSMUSG00000112337"	"Gm47614"
"56307"	"ENSMUSG00000112659"	"Gm40646"
"56309"	"ENSMUSG00000049641"	"Vgll2"
"56311"	"ENSMUSG00000019893"	"Ros1"
"56315"	"ENSMUSG00000019891"	"Dcbld1"
"56318"	"ENSMUSG00000019861"	"Gopc"
"56324"	"ENSMUSG00000097704"	"Gm26741"
"56325"	"ENSMUSG00000038624"	"Nepn"
"56327"	"ENSMUSG00000023068"	"Nus1"
"56329"	"ENSMUSG00000112552"	"Gm36065"
"56331"	"ENSMUSG00000038602"	"Slc35f1"
"56332"	"ENSMUSG00000112376"	"Gm40649"
"56333"	"ENSMUSG00000112835"	"Gm36173"
"56334"	"ENSMUSG00000038594"	"Cep85l"
"56339"	"ENSMUSG00000112709"	"Gm19395"
"56340"	"ENSMUSG00000038583"	"Pln"
"56346"	"ENSMUSG00000112132"	"Gm36229"
"56347"	"ENSMUSG00000112733"	"AC155941.1"
"56349"	"ENSMUSG00000112739"	"Gm20597"
"56350"	"ENSMUSG00000058298"	"Mcm9"
"56357"	"ENSMUSG00000112530"	"Gm47738"
"56358"	"ENSMUSG00000019857"	"Asf1a"
"56364"	"ENSMUSG00000019856"	"Fam184a"
"56376"	"ENSMUSG00000112809"	"Gm47915"
"56377"	"ENSMUSG00000003746"	"Man1a"
"56385"	"ENSMUSG00000112824"	"Gm47917"
"56386"	"ENSMUSG00000038122"	"Tbc1d32"
"56389"	"ENSMUSG00000047669"	"Msl3l2"
"56391"	"ENSMUSG00000050953"	"Gja1"
"56399"	"ENSMUSG00000112833"	"Gm36595"
"56400"	"ENSMUSG00000112175"	"4930452L12Rik"
"56401"	"ENSMUSG00000112837"	"Gm48053"
"56402"	"ENSMUSG00000112327"	"Gm36827"
"56403"	"ENSMUSG00000112345"	"Gm40652"
"56404"	"ENSMUSG00000097370"	"4930467K11Rik"
"56405"	"ENSMUSG00000019878"	"Hsf2"
"56411"	"ENSMUSG00000019877"	"Serinc1"
"56416"	"ENSMUSG00000019876"	"Pkib"
"56427"	"ENSMUSG00000019874"	"Fabp7"
"56429"	"ENSMUSG00000019872"	"Smpdl3a"
"56432"	"ENSMUSG00000058537"	"AW822073"
"56434"	"ENSMUSG00000075046"	"Duxf3"
"56436"	"ENSMUSG00000075045"	"Gm4981"
"56437"	"ENSMUSG00000038039"	"Gcc2"
"56447"	"ENSMUSG00000019920"	"Lims1"
"56452"	"ENSMUSG00000003226"	"Ranbp2"
"56455"	"ENSMUSG00000038010"	"Ccdc138"
"56457"	"ENSMUSG00000003227"	"Edar"
"56458"	"ENSMUSG00000091526"	"BB019430"
"56460"	"ENSMUSG00000091731"	"Gm17542"
"56461"	"ENSMUSG00000037990"	"Sh3rf3"
"56466"	"ENSMUSG00000019917"	"Sept10"
"56469"	"ENSMUSG00000098188"	"Sowahc"
"56470"	"ENSMUSG00000019916"	"P4ha1"
"56473"	"ENSMUSG00000069622"	"Gm10273"
"56474"	"ENSMUSG00000009646"	"Pla2g12b"
"56476"	"ENSMUSG00000009654"	"Oit3"
"56478"	"ENSMUSG00000009647"	"Mcu"
"56483"	"ENSMUSG00000071280"	"Gm10322"
"56484"	"ENSMUSG00000020111"	"Micu1"
"56496"	"ENSMUSG00000091184"	"Gm17059"
"56497"	"ENSMUSG00000020109"	"Dnajb12"
"56502"	"ENSMUSG00000020108"	"Ddit4"
"56503"	"ENSMUSG00000020107"	"Anapc16"
"56511"	"ENSMUSG00000044475"	"Ascc1"
"56514"	"ENSMUSG00000058297"	"Spock2"
"56517"	"ENSMUSG00000057337"	"Chst3"
"56520"	"ENSMUSG00000004207"	"Psap"
"56525"	"ENSMUSG00000012819"	"Cdh23"
"56541"	"ENSMUSG00000020101"	"Vsir"
"56548"	"ENSMUSG00000090439"	"Gm17455"
"56552"	"ENSMUSG00000020100"	"Slc29a3"
"56557"	"ENSMUSG00000020099"	"Unc5b"
"56560"	"ENSMUSG00000037247"	"Pldi"
"56561"	"ENSMUSG00000098055"	"Gm26947"
"56562"	"ENSMUSG00000093568"	"Gm20611"
"56563"	"ENSMUSG00000093489"	"Gm20625"
"56564"	"ENSMUSG00000093573"	"Gm20610"
"56565"	"ENSMUSG00000020098"	"Pcbd1"
"56567"	"ENSMUSG00000020097"	"Sgpl1"
"56577"	"ENSMUSG00000020096"	"Tbata"
"56587"	"ENSMUSG00000059901"	"Adamts14"
"56589"	"ENSMUSG00000037202"	"Prf1"
"56591"	"ENSMUSG00000020092"	"Pald1"
"56594"	"ENSMUSG00000037171"	"Nodal"
"56595"	"ENSMUSG00000020091"	"Eif4ebp2"
"56597"	"ENSMUSG00000043126"	"D830039M14Rik"
"56599"	"ENSMUSG00000037151"	"Lrrc20"
"56600"	"ENSMUSG00000112080"	"Gm47595"
"56601"	"ENSMUSG00000112058"	"Gm47593"
"56604"	"ENSMUSG00000020090"	"Npffr1"
"56605"	"ENSMUSG00000020089"	"Ppa1"
"56609"	"ENSMUSG00000020088"	"Sar1a"
"56618"	"ENSMUSG00000020087"	"Tysnd1"
"56622"	"ENSMUSG00000020085"	"Aifm2"
"56629"	"ENSMUSG00000020086"	"H2afy2"
"56630"	"ENSMUSG00000058806"	"Col13a1"
"56637"	"ENSMUSG00000020083"	"Fam241b"
"56648"	"ENSMUSG00000044312"	"Neurog3"
"56651"	"ENSMUSG00000037031"	"Tspan15"
"56656"	"ENSMUSG00000020081"	"Tacr2"
"56657"	"ENSMUSG00000037012"	"Hk1"
"56677"	"ENSMUSG00000085347"	"Hk1os"
"56680"	"ENSMUSG00000020080"	"Hkdc1"
"56684"	"ENSMUSG00000020079"	"Supv3l1"
"56689"	"ENSMUSG00000097129"	"4930507D05Rik"
"56690"	"ENSMUSG00000020078"	"Vps26a"
"56694"	"ENSMUSG00000020077"	"Srgn"
"56700"	"ENSMUSG00000036955"	"Kif1bp"
"56709"	"ENSMUSG00000105203"	"4933428P19Rik"
"56710"	"ENSMUSG00000020075"	"Ddx21"
"56713"	"ENSMUSG00000020076"	"Ddx50"
"56721"	"ENSMUSG00000036923"	"Stox1"
"56724"	"ENSMUSG00000020074"	"Ccar1"
"56736"	"ENSMUSG00000047146"	"Tet1"
"56746"	"ENSMUSG00000071253"	"Slc25a16"
"56750"	"ENSMUSG00000036875"	"Dna2"
"56756"	"ENSMUSG00000020070"	"Rufy2"
"56764"	"ENSMUSG00000084985"	"Gm16135"
"56765"	"ENSMUSG00000020069"	"Hnrnph3"
"56771"	"ENSMUSG00000020072"	"Pbld2"
"56774"	"ENSMUSG00000087030"	"Gm16143"
"56775"	"ENSMUSG00000112129"	"Pbld1"
"56782"	"ENSMUSG00000112374"	"Gm48072"
"56783"	"ENSMUSG00000036816"	"Atoh7"
"56785"	"ENSMUSG00000020067"	"Mypn"
"56787"	"ENSMUSG00000020064"	"Herc4"
"56798"	"ENSMUSG00000096991"	"Gm26789"
"56799"	"ENSMUSG00000020063"	"Sirt1"
"56806"	"ENSMUSG00000085372"	"Gm16145"
"56807"	"ENSMUSG00000036764"	"Dnajc12"
"56810"	"ENSMUSG00000048185"	"Gm7075"
"56811"	"ENSMUSG00000060843"	"Ctnna3"
"56816"	"ENSMUSG00000062561"	"Gm10118"
"56817"	"ENSMUSG00000042846"	"Lrrtm3"
"56821"	"ENSMUSG00000100528"	"Gm28881"
"56822"	"ENSMUSG00000112913"	"Gm30853"
"56824"	"ENSMUSG00000100000"	"1700023F02Rik"
"56829"	"ENSMUSG00000112210"	"4930407I19Rik"
"56830"	"ENSMUSG00000101338"	"Gm28139"
"56831"	"ENSMUSG00000112202"	"Gm31181"
"56832"	"ENSMUSG00000112383"	"Gm47895"
"56833"	"ENSMUSG00000112425"	"Gm47896"
"56834"	"ENSMUSG00000112514"	"Gm47897"
"56835"	"ENSMUSG00000112379"	"Gm47900"
"56836"	"ENSMUSG00000112267"	"Gm47903"
"56837"	"ENSMUSG00000097134"	"1110002J07Rik"
"56839"	"ENSMUSG00000097921"	"Gm26576"
"56840"	"ENSMUSG00000112925"	"Gm31763"
"56843"	"ENSMUSG00000019873"	"Reep3"
"56847"	"ENSMUSG00000037876"	"Jmjd1c"
"56859"	"ENSMUSG00000075000"	"Nrbf2"
"56861"	"ENSMUSG00000112314"	"AC155712.1"
"56862"	"ENSMUSG00000112848"	"Gm32023"
"56863"	"ENSMUSG00000112726"	"Gm47531"
"56864"	"ENSMUSG00000112120"	"Gm32255"
"56865"	"ENSMUSG00000037868"	"Egr2"
"56872"	"ENSMUSG00000057134"	"Ado"
"56873"	"ENSMUSG00000112141"	"4930563J15Rik"
"56876"	"ENSMUSG00000112558"	"Gm32364"
"56877"	"ENSMUSG00000112097"	"Gm32515"
"56878"	"ENSMUSG00000112619"	"1700030E10Rik"
"56879"	"ENSMUSG00000116971"	"AC127568.1"
"56880"	"ENSMUSG00000037855"	"Zfp365"
"56884"	"ENSMUSG00000112899"	"4930521O17Rik"
"56885"	"ENSMUSG00000037846"	"Rtkn2"
"56891"	"ENSMUSG00000086838"	"Gm16212"
"56893"	"ENSMUSG00000019947"	"Arid5b"
"56897"	"ENSMUSG00000112275"	"Gm47078"
"56898"	"ENSMUSG00000112157"	"4930545H06Rik"
"56899"	"ENSMUSG00000019945"	"Cabcoco1"
"56901"	"ENSMUSG00000112793"	"Gm32872"
"56902"	"ENSMUSG00000060044"	"Tmem26"
"56905"	"ENSMUSG00000112333"	"1700048P04Rik"
"56906"	"ENSMUSG00000112331"	"Gm33035"
"56907"	"ENSMUSG00000112083"	"Gm47107"
"56908"	"ENSMUSG00000111941"	"Gm33263"
"56909"	"ENSMUSG00000019944"	"Rhobtb1"
"56922"	"ENSMUSG00000090622"	"A930033H14Rik"
"56923"	"ENSMUSG00000112798"	"Gm40685"
"56924"	"ENSMUSG00000019942"	"Cdk1"
"56931"	"ENSMUSG00000069601"	"Ank3"
"56978"	"ENSMUSG00000048701"	"Ccdc6"
"56982"	"ENSMUSG00000019933"	"Mrln"
"56987"	"ENSMUSG00000037762"	"Slc16a9"
"56989"	"ENSMUSG00000089835"	"Gm7097"
"56990"	"ENSMUSG00000112884"	"Gm47946"
"56991"	"ENSMUSG00000043259"	"Fam13c"
"56998"	"ENSMUSG00000037747"	"Phyhipl"
"57008"	"ENSMUSG00000112607"	"Gm33979"
"57009"	"ENSMUSG00000112752"	"Gm48021"
"57010"	"ENSMUSG00000112320"	"Gm48022"
"57011"	"ENSMUSG00000112870"	"Gm40689"
"57012"	"ENSMUSG00000112883"	"Gm48023"
"57013"	"ENSMUSG00000112125"	"Gm48024"
"57014"	"ENSMUSG00000047692"	"4930533K18Rik"
"57017"	"ENSMUSG00000112032"	"Gm48036"
"57018"	"ENSMUSG00000014329"	"Bicc1"
"57022"	"ENSMUSG00000090212"	"Gm15647"
"57023"	"ENSMUSG00000112366"	"C730027H18Rik"
"57026"	"ENSMUSG00000112189"	"AC079680.2"
"57027"	"ENSMUSG00000112028"	"AC079680.1"
"57030"	"ENSMUSG00000003923"	"Tfam"
"57035"	"ENSMUSG00000019927"	"Ube2d1"
"57038"	"ENSMUSG00000112813"	"Gm34376"
"57039"	"ENSMUSG00000093732"	"Gm20609"
"57040"	"ENSMUSG00000037710"	"Cisd1"
"57041"	"ENSMUSG00000060733"	"Ipmk"
"57048"	"ENSMUSG00000112108"	"4930551I15Rik"
"57049"	"ENSMUSG00000112416"	"Gm47028"
"57050"	"ENSMUSG00000112126"	"AC121788.1"
"57054"	"ENSMUSG00000112414"	"Gm34609"
"57055"	"ENSMUSG00000019923"	"Zwint"
"57061"	"ENSMUSG00000112168"	"Gm34776"
"57062"	"ENSMUSG00000111994"	"A330049N07Rik"
"57065"	"ENSMUSG00000052613"	"Pcdh15"
"57106"	"ENSMUSG00000085456"	"Gm15398"
"57108"	"ENSMUSG00000009070"	"Rsph14"
"57115"	"ENSMUSG00000040009"	"Gnaz"
"57118"	"ENSMUSG00000020175"	"Rab36"
"57126"	"ENSMUSG00000009681"	"Bcr"
"57131"	"ENSMUSG00000033444"	"Specc1l"
"57138"	"ENSMUSG00000020178"	"Adora2a"
"57142"	"ENSMUSG00000033416"	"Gucd1"
"57153"	"ENSMUSG00000033427"	"Upb1"
"57158"	"ENSMUSG00000020180"	"Snrpd3"
"57161"	"ENSMUSG00000046807"	"Lrrc75b"
"57163"	"ENSMUSG00000006345"	"Ggt1"
"57183"	"ENSMUSG00000006344"	"Ggt5"
"57190"	"ENSMUSG00000006342"	"Susd2"
"57194"	"ENSMUSG00000020196"	"Cabin1"
"57207"	"ENSMUSG00000001666"	"Ddt"
"57209"	"ENSMUSG00000092360"	"Gm20441"
"57210"	"ENSMUSG00000001665"	"Gstt3"
"57216"	"ENSMUSG00000001663"	"Gstt1"
"57219"	"ENSMUSG00000009093"	"Gstt4"
"57221"	"ENSMUSG00000033318"	"Gstt2"
"57229"	"ENSMUSG00000033307"	"Mif"
"57231"	"ENSMUSG00000009092"	"Derl3"
"57239"	"ENSMUSG00000000902"	"Smarcb1"
"57245"	"ENSMUSG00000000901"	"Mmp11"
"57251"	"ENSMUSG00000049422"	"Chchd10"
"57254"	"ENSMUSG00000050157"	"Gm867"
"57256"	"ENSMUSG00000000903"	"Vpreb3"
"57258"	"ENSMUSG00000033255"	"Gm5134"
"57260"	"ENSMUSG00000085662"	"Gm16220"
"57261"	"ENSMUSG00000049764"	"Zfp280b"
"57263"	"ENSMUSG00000020226"	"Slc5a4b"
"57264"	"ENSMUSG00000086798"	"Gm16222"
"57265"	"ENSMUSG00000020229"	"Slc5a4a"
"57266"	"ENSMUSG00000020230"	"Prmt2"
"57275"	"ENSMUSG00000033208"	"S100b"
"57276"	"ENSMUSG00000020231"	"Dip2a"
"57284"	"ENSMUSG00000089711"	"Gm16240"
"57285"	"ENSMUSG00000001151"	"Pcnt"
"57293"	"ENSMUSG00000101695"	"1700094J05Rik"
"57295"	"ENSMUSG00000009114"	"2610028H24Rik"
"57297"	"ENSMUSG00000033126"	"Ybey"
"57299"	"ENSMUSG00000001150"	"Mcm3ap"
"57305"	"ENSMUSG00000033105"	"Lss"
"57313"	"ENSMUSG00000086241"	"4930483K19Rik"
"57314"	"ENSMUSG00000009115"	"Spatc1l"
"57316"	"ENSMUSG00000085468"	"Gm15343"
"57317"	"ENSMUSG00000001155"	"Ftcd"
"57320"	"ENSMUSG00000020241"	"Col6a2"
"57323"	"ENSMUSG00000112721"	"Gm35608"
"57324"	"ENSMUSG00000001119"	"Col6a1"
"57326"	"ENSMUSG00000112291"	"Gm48276"
"57327"	"ENSMUSG00000001120"	"Pcbp3"
"57336"	"ENSMUSG00000112143"	"Gm35721"
"57337"	"ENSMUSG00000112773"	"Gm3137"
"57338"	"ENSMUSG00000074919"	"Gm10787"
"57339"	"ENSMUSG00000001436"	"Slc19a1"
"57348"	"ENSMUSG00000001435"	"Col18a1"
"57353"	"ENSMUSG00000020260"	"Pofut2"
"57359"	"ENSMUSG00000020262"	"Adarb1"
"57372"	"ENSMUSG00000112818"	"AC153830.1"
"57373"	"ENSMUSG00000032977"	"Fam207a"
"57376"	"ENSMUSG00000097811"	"2810425M01Rik"
"57377"	"ENSMUSG00000000290"	"Itgb2"
"57382"	"ENSMUSG00000009291"	"Pttg1ip"
"57392"	"ENSMUSG00000020265"	"Sumo3"
"57400"	"ENSMUSG00000112241"	"Gm49325"
"57401"	"ENSMUSG00000009293"	"Ube2g2"
