ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata
AllenDend:CS201908210_50	MTG 050 - CS201908210_50	Exc L3-4 RORB CARM1P1 - CS201908210_50	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_130	Exc L3-4 RORB CARM1P1		Exc L3-4 RORB CARM1P1	Exc L3-4 RORB CARM1P1	MTG 050			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""Exc L3-4 RORB CARM1P1"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#00979D"", ""nodePar.col"": ""#00979D"", ""cell_set_accession"": ""CS201908210_50"", ""original_label"": ""Exc L3-4 RORB CARM1P1"", ""cell_set_label"": ""MTG 050"", ""cell_set_preferred_alias"": ""Exc L3-4 RORB CARM1P1"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L3-4 RORB CARM1P1"", ""is_leaf"": true}"
AllenDend:CS201908210_131	MTG 051-054 - CS201908210_131	 - CS201908210_131	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_130	n56			n56	MTG 051-054			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 4, ""midpoint"": 0.875, ""height"": 0.1584, ""label"": """", ""cell_set_accession"": ""CS201908210_131"", ""original_label"": ""n56"", ""cell_set_label"": ""MTG 051-054"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n56""}"
AllenDend:CS201908210_51	MTG 051 - CS201908210_51	Exc L3-5 RORB ESR1 - CS201908210_51	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_131	Exc L3-5 RORB ESR1		Exc L3-5 RORB ESR1	Exc L3-5 RORB ESR1	MTG 051			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""Exc L3-5 RORB ESR1"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#00DDC5"", ""nodePar.col"": ""#00DDC5"", ""cell_set_accession"": ""CS201908210_51"", ""original_label"": ""Exc L3-5 RORB ESR1"", ""cell_set_label"": ""MTG 051"", ""cell_set_preferred_alias"": ""Exc L3-5 RORB ESR1"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L3-5 RORB ESR1"", ""is_leaf"": true}"
AllenDend:CS201908210_132	MTG 052-054 - CS201908210_132	 - CS201908210_132	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_131	n57			n57	MTG 052-054			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 3, ""midpoint"": 0.75, ""height"": 0.1183, ""label"": """", ""cell_set_accession"": ""CS201908210_132"", ""original_label"": ""n57"", ""cell_set_label"": ""MTG 052-054"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n57""}"
AllenDend:CS201908210_52	MTG 052 - CS201908210_52	Exc L3-5 RORB COL22A1 - CS201908210_52	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_132	Exc L3-5 RORB COL22A1		Exc L3-5 RORB COL22A1	Exc L3-5 RORB COL22A1	MTG 052			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""Exc L3-5 RORB COL22A1"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#00A79D"", ""nodePar.col"": ""#00A79D"", ""cell_set_accession"": ""CS201908210_52"", ""original_label"": ""Exc L3-5 RORB COL22A1"", ""cell_set_label"": ""MTG 052"", ""cell_set_preferred_alias"": ""Exc L3-5 RORB COL22A1"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L3-5 RORB COL22A1"", ""is_leaf"": true}"
AllenDend:CS201908210_133	MTG 053-054 - CS201908210_133	 - CS201908210_133	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_132	n58			n58	MTG 053-054			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 2, ""midpoint"": 0.5, ""height"": 0.0712, ""label"": """", ""cell_set_accession"": ""CS201908210_133"", ""original_label"": ""n58"", ""cell_set_label"": ""MTG 053-054"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n58""}"
AllenDend:CS201908210_53	MTG 053 - CS201908210_53	Exc L3-5 RORB FILIP1L - CS201908210_53	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_133	Exc L3-5 RORB FILIP1L		Exc L3-5 RORB FILIP1L	Exc L3-5 RORB FILIP1L	MTG 053			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Exc L3-5 RORB FILIP1L"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#0094C2"", ""nodePar.col"": ""#0094C2"", ""cell_set_accession"": ""CS201908210_53"", ""original_label"": ""Exc L3-5 RORB FILIP1L"", ""cell_set_label"": ""MTG 053"", ""cell_set_preferred_alias"": ""Exc L3-5 RORB FILIP1L"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L3-5 RORB FILIP1L"", ""is_leaf"": true}"
AllenDend:CS201908210_54	MTG 054 - CS201908210_54	Exc L3-5 RORB TWIST2 - CS201908210_54	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_133	Exc L3-5 RORB TWIST2		Exc L3-5 RORB TWIST2	Exc L3-5 RORB TWIST2	MTG 054			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Exc L3-5 RORB TWIST2"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#77D9B7"", ""nodePar.col"": ""#77D9B7"", ""cell_set_accession"": ""CS201908210_54"", ""original_label"": ""Exc L3-5 RORB TWIST2"", ""cell_set_label"": ""MTG 054"", ""cell_set_preferred_alias"": ""Exc L3-5 RORB TWIST2"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L3-5 RORB TWIST2"", ""is_leaf"": true}"
AllenDend:CS201908210_134	MTG 055-059 - CS201908210_134	 - CS201908210_134	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_129	n59|L5 IT			n59	MTG 055-059	L5 IT		Trygve Bakken|Bosiljka Tasic	10.1038/s41586-019-1506-7|10.1038/s41586-018-0654-5	"{""members"": 5, ""midpoint"": 2.125, ""height"": 0.1904, ""label"": """", ""cell_set_accession"": ""CS201908210_134"", ""original_label"": ""n59"", ""cell_set_label"": ""MTG 055-059"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": ""L5 IT"", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken|Bosiljka Tasic"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7|10.1038/s41586-018-0654-5"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n59""}"
AllenDend:CS201908210_135	MTG 055-057 - CS201908210_135	 - CS201908210_135	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_134	n60			n60	MTG 055-057			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 3, ""midpoint"": 0.75, ""height"": 0.1353, ""label"": """", ""cell_set_accession"": ""CS201908210_135"", ""original_label"": ""n60"", ""cell_set_label"": ""MTG 055-057"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n60""}"
AllenDend:CS201908210_55	MTG 055 - CS201908210_55	Exc L4-5 RORB FOLH1B - CS201908210_55	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_135	Exc L4-5 RORB FOLH1B		Exc L4-5 RORB FOLH1B	Exc L4-5 RORB FOLH1B	MTG 055			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""Exc L4-5 RORB FOLH1B"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#00A809"", ""nodePar.col"": ""#00A809"", ""cell_set_accession"": ""CS201908210_55"", ""original_label"": ""Exc L4-5 RORB FOLH1B"", ""cell_set_label"": ""MTG 055"", ""cell_set_preferred_alias"": ""Exc L4-5 RORB FOLH1B"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L4-5 RORB FOLH1B"", ""is_leaf"": true}"
AllenDend:CS201908210_136	MTG 056-057 - CS201908210_136	 - CS201908210_136	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_135	n61			n61	MTG 056-057			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 2, ""midpoint"": 0.5, ""height"": 0.1075, ""label"": """", ""cell_set_accession"": ""CS201908210_136"", ""original_label"": ""n61"", ""cell_set_label"": ""MTG 056-057"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n61""}"
AllenDend:CS201908210_56	MTG 056 - CS201908210_56	Exc L4-6 RORB SEMA3E - CS201908210_56	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_136	Exc L4-6 RORB SEMA3E		Exc L4-6 RORB SEMA3E	Exc L4-6 RORB SEMA3E	MTG 056			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Exc L4-6 RORB SEMA3E"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#26FFF2"", ""nodePar.col"": ""#26FFF2"", ""cell_set_accession"": ""CS201908210_56"", ""original_label"": ""Exc L4-6 RORB SEMA3E"", ""cell_set_label"": ""MTG 056"", ""cell_set_preferred_alias"": ""Exc L4-6 RORB SEMA3E"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L4-6 RORB SEMA3E"", ""is_leaf"": true}"
AllenDend:CS201908210_57	MTG 057 - CS201908210_57	Exc L4-5 RORB DAPK2 - CS201908210_57	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_136	Exc L4-5 RORB DAPK2		Exc L4-5 RORB DAPK2	Exc L4-5 RORB DAPK2	MTG 057			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Exc L4-5 RORB DAPK2"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#00FF00"", ""nodePar.col"": ""#00FF00"", ""cell_set_accession"": ""CS201908210_57"", ""original_label"": ""Exc L4-5 RORB DAPK2"", ""cell_set_label"": ""MTG 057"", ""cell_set_preferred_alias"": ""Exc L4-5 RORB DAPK2"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L4-5 RORB DAPK2"", ""is_leaf"": true}"
AllenDend:CS201908210_137	MTG 058-059 - CS201908210_137	 - CS201908210_137	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_134	n62			n62	MTG 058-059			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 2, ""midpoint"": 0.5, ""height"": 0.083, ""label"": """", ""cell_set_accession"": ""CS201908210_137"", ""original_label"": ""n62"", ""cell_set_label"": ""MTG 058-059"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n62""}"
AllenDend:CS201908210_58	MTG 058 - CS201908210_58	Exc L5-6 RORB TTC12 - CS201908210_58	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_137	Exc L5-6 RORB TTC12		Exc L5-6 RORB TTC12	Exc L5-6 RORB TTC12	MTG 058			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Exc L5-6 RORB TTC12"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#26BF64"", ""nodePar.col"": ""#26BF64"", ""cell_set_accession"": ""CS201908210_58"", ""original_label"": ""Exc L5-6 RORB TTC12"", ""cell_set_label"": ""MTG 058"", ""cell_set_preferred_alias"": ""Exc L5-6 RORB TTC12"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L5-6 RORB TTC12"", ""is_leaf"": true}"
AllenDend:CS201908210_59	MTG 059 - CS201908210_59	Exc L4-6 RORB C1R - CS201908210_59	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_137	Exc L4-6 RORB C1R		Exc L4-6 RORB C1R	Exc L4-6 RORB C1R	MTG 059			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Exc L4-6 RORB C1R"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#008F1F"", ""nodePar.col"": ""#008F1F"", ""cell_set_accession"": ""CS201908210_59"", ""original_label"": ""Exc L4-6 RORB C1R"", ""cell_set_label"": ""MTG 059"", ""cell_set_preferred_alias"": ""Exc L4-6 RORB C1R"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L4-6 RORB C1R"", ""is_leaf"": true}"
AllenDend:CS201908210_60	MTG 060 - CS201908210_60	Exc L4-5 FEZF2 SCN4B - CS201908210_60	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_124	Exc L4-5 FEZF2 SCN4B|L5 ET		Exc L4-5 FEZF2 SCN4B	Exc L4-5 FEZF2 SCN4B	MTG 060	L5 ET		Trygve Bakken|Bosiljka Tasic	10.1038/s41586-019-1506-7|10.1038/s41586-018-0654-5	"{""members"": 1, ""height"": 0, ""label"": ""Exc L4-5 FEZF2 SCN4B"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#104F00"", ""nodePar.col"": ""#104F00"", ""cell_set_accession"": ""CS201908210_60"", ""original_label"": ""Exc L4-5 FEZF2 SCN4B"", ""cell_set_label"": ""MTG 060"", ""cell_set_preferred_alias"": ""Exc L4-5 FEZF2 SCN4B"", ""cell_set_aligned_alias"": ""L5 ET"", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken|Bosiljka Tasic"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7|10.1038/s41586-018-0654-5"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L4-5 FEZF2 SCN4B"", ""is_leaf"": true}"
AllenDend:CS201908210_138	MTG 061-063 - CS201908210_138	L6 - CS201908210_138	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_123	n63		L6	n63	MTG 061-063			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 3, ""midpoint"": 0.75, ""height"": 0.0876, ""label"": ""L6"", ""cell_set_accession"": ""CS201908210_138"", ""original_label"": ""n63"", ""cell_set_label"": ""MTG 061-063"", ""cell_set_preferred_alias"": ""L6"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n63""}"
AllenDend:CS201908210_61	MTG 061 - CS201908210_61	Exc L5-6 THEMIS DCSTAMP - CS201908210_61	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_138	Exc L5-6 THEMIS DCSTAMP		Exc L5-6 THEMIS DCSTAMP	Exc L5-6 THEMIS DCSTAMP	MTG 061			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""Exc L5-6 THEMIS DCSTAMP"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#5100FF"", ""nodePar.col"": ""#5100FF"", ""cell_set_accession"": ""CS201908210_61"", ""original_label"": ""Exc L5-6 THEMIS DCSTAMP"", ""cell_set_label"": ""MTG 061"", ""cell_set_preferred_alias"": ""Exc L5-6 THEMIS DCSTAMP"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L5-6 THEMIS DCSTAMP"", ""is_leaf"": true}"
AllenDend:CS201908210_139	MTG 062-063 - CS201908210_139	 - CS201908210_139	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_138	n64			n64	MTG 062-063			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 2, ""midpoint"": 0.5, ""height"": 0.0578, ""label"": """", ""cell_set_accession"": ""CS201908210_139"", ""original_label"": ""n64"", ""cell_set_label"": ""MTG 062-063"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n64""}"
AllenDend:CS201908210_62	MTG 062 - CS201908210_62	Exc L5-6 THEMIS CRABP1 - CS201908210_62	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_139	Exc L5-6 THEMIS CRABP1		Exc L5-6 THEMIS CRABP1	Exc L5-6 THEMIS CRABP1	MTG 062			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Exc L5-6 THEMIS CRABP1"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#8046FF"", ""nodePar.col"": ""#8046FF"", ""cell_set_accession"": ""CS201908210_62"", ""original_label"": ""Exc L5-6 THEMIS CRABP1"", ""cell_set_label"": ""MTG 062"", ""cell_set_preferred_alias"": ""Exc L5-6 THEMIS CRABP1"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L5-6 THEMIS CRABP1"", ""is_leaf"": true}"
AllenDend:CS201908210_63	MTG 063 - CS201908210_63	Exc L5-6 THEMIS FGF10 - CS201908210_63	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_139	Exc L5-6 THEMIS FGF10		Exc L5-6 THEMIS FGF10	Exc L5-6 THEMIS FGF10	MTG 063			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Exc L5-6 THEMIS FGF10"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#B08BFF"", ""nodePar.col"": ""#B08BFF"", ""cell_set_accession"": ""CS201908210_63"", ""original_label"": ""Exc L5-6 THEMIS FGF10"", ""cell_set_label"": ""MTG 063"", ""cell_set_preferred_alias"": ""Exc L5-6 THEMIS FGF10"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L5-6 THEMIS FGF10"", ""is_leaf"": true}"
AllenDend:CS201908210_140	MTG 064-069 - CS201908210_140	FEZF2 - CS201908210_140	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_122	n65		FEZF2	n65	MTG 064-069			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 6, ""midpoint"": 1.2812, ""height"": 0.3435, ""label"": ""FEZF2"", ""cell_set_accession"": ""CS201908210_140"", ""original_label"": ""n65"", ""cell_set_label"": ""MTG 064-069"", ""cell_set_preferred_alias"": ""FEZF2"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n65""}"
AllenDend:CS201908210_64	MTG 064 - CS201908210_64	Exc L4-6 FEZF2 IL26 - CS201908210_64	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_140	Exc L4-6 FEZF2 IL26|L5/6 NP		Exc L4-6 FEZF2 IL26	Exc L4-6 FEZF2 IL26	MTG 064	L5/6 NP		Trygve Bakken|Bosiljka Tasic	10.1038/s41586-019-1506-7|10.1038/s41586-018-0654-5	"{""members"": 1, ""height"": 0, ""label"": ""Exc L4-6 FEZF2 IL26"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#73CA95"", ""nodePar.col"": ""#73CA95"", ""cell_set_accession"": ""CS201908210_64"", ""original_label"": ""Exc L4-6 FEZF2 IL26"", ""cell_set_label"": ""MTG 064"", ""cell_set_preferred_alias"": ""Exc L4-6 FEZF2 IL26"", ""cell_set_aligned_alias"": ""L5/6 NP"", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken|Bosiljka Tasic"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7|10.1038/s41586-018-0654-5"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L4-6 FEZF2 IL26"", ""is_leaf"": true}"
